0, 0.000000, 7, 14
14, 0.000000, 146, 0
14, 499.758150, 905, 960
14, 480.529007, 833, 960
14, 668.100526, 0, 960
14, 7.556263, 0, 625
14, 76.533352, 0, 122
14, 1606.439634, 626, 788
14, 1007.164007, 820, 960
14, 1264.448323, 207, 0
14, 1330.602418, 1280, 86
14, 1180.245018, 341, 541
14, 3030.584210, 993, 960
15, 0.000000, 149, 0
15, 0.000000, 161, 778
15, 1026.028675, 1148, 493
15, 1251.339926, 273, 695
15, 7.361228, 0, 445
15, 1048.606012, 327, 923
15, 916.576534, 624, 485
15, 608.038648, 790, 410
15, 530.983642, 1046, 960
15, 1241.135068, 0, 0
15, 2999.065372, 0, 351
16, 0.000000, 772, 960
16, 366.173457, 760, 960
16, 219.568672, 662, 960
16, 916.510432, 470, 486
16, 0.754782, 312, 0
16, 0.000000, 789, 733
16, 1501.946756, 1280, 848
16, 866.565470, 153, 704
16, 1434.026920, 0, 70
16, 2427.803495, 312, 506
17, 0.000000, 223, 209
17, 566.341187, 225, 230
17, 0.000000, 786, 960
17, 133.028393, 890, 726
17, 747.236840, 887, 960
17, 804.599330, 0, 667
17, 504.301941, 188, 340
17, 1275.142633, 973, 382
17, 910.180931, 1280, 902
17, 1953.302210, 725, 695
17, 2855.035280, 902, 960
18, 0.000000, 363, 952
18, 269.148857, 0, 519
18, 224.657878, 1178, 437
18, 660.803415, 681, 510
18, 322.397643, 288, 479
18, 309.606122, 134, 951
18, 0.000000, 733, 678
18, 635.497696, 0, 960
18, 733.154809, 0, 767
18, 2608.917267, 133, 190
18, 2051.028349, 211, 946
19, 0.000000, 208, 0
19, 0.000000, 402, 0
19, 150.724425, 729, 837
19, 20.494891, 570, 261
19, 250.786728, 0, 62
19, 624.887182, 1280, 167
19, 775.875597, 1280, 520
19, 1049.655950, 1280, 227
19, 1988.978720, 0, 148
19, 2386.823441, 0, 250
20, 132.709642, 672, 960
20, 540.209726, 0, 0
20, 617.529574, 848, 737
20, 634.696983, 1041, 960
20, 344.056367, 64, 960
20, 704.493276, 374, 440
20, 446.146315, 850, 37
20, 480.321403, 1280, 836
20, 485.001097, 687, 368
20, 1782.219573, 0, 0
20, 2495.720317, 695, 285
21, 0.000000, 918, 319
21, 537.416664, 130, 419
21, 617.869770, 362, 0
21, 171.291604, 997, 960
21, 525.816022, 0, 432
21, 941.615101, 0, 0
21, 716.583205, 0, 960
21, 0.000000, 0, 470
21, 910.049470, 1280, 265
21, 1981.955850, 199, 705
22, 559.399376, 897, 596
22, 515.143306, 270, 960
22, 1115.112422, 1156, 960
22, 0.000000, 311, 262
22, 0.000000, 495, 883
22, 1072.875145, 651, 876
22, 338.887587, 964, 960
22, 662.917569, 643, 960
22, 779.572423, 1280, 904
22, 598.056470, 959, 873
22, 1618.320188, 788, 791
22, 3125.529616, 905, 960
23, 45.268091, 579, 772
23, 120.444909, 0, 741
23, 337.353176, 1280, 531
23, 434.743961, 909, 529
23, 755.769607, 138, 0
23, 0.000000, 0, 732
23, 300.778433, 148, 21
23, 351.633118, 1280, 0
23, 1206.147112, 1188, 492
23, 1874.893799, 778, 410
23, 2508.140978, 31, 0
24, 0.000000, 0, 960
24, 62.598417, 845, 960
24, 306.353030, 611, 588
24, 0.000000, 343, 960
24, 813.751382, 0, 90
24, 850.790517, 907, 437
24, 1191.944356, 0, 275
24, 1395.363480, 1280, 57
24, 1687.873567, 1280, 720
24, 2077.727580, 0, 0
24, 2278.332697, 0, 481
25, 0.000000, 357, 157
25, 562.286805, 854, 960
25, 469.871330, 1187, 337
25, 727.857899, 0, 646
25, 276.484949, 940, 588
25, 326.461259, 842, 0
25, 723.874097, 450, 432
25, 1050.609911, 507, 0
25, 1607.489968, 86, 910
26, 706.698440, 327, 0
26, 390.761772, 190, 505
26, 653.514213, 174, 356
26, 251.097417, 680, 960
26, 172.743716, 693, 960
26, 1030.381478, 943, 578
26, 0.000000, 58, 424
26, 1667.307994, 790, 960
26, 648.911137, 1280, 0
26, 1547.051765, 186, 567
26, 2734.895181, 624, 685
27, 0.000000, 578, 864
27, 317.873876, 0, 554
27, 333.663518, 1280, 591
27, 645.559935, 761, 876
27, 308.611520, 344, 744
27, 387.300111, 16, 895
27, 0.000000, 920, 960
27, 988.029888, 436, 870
27, 1938.452470, 486, 398
27, 2536.292065, 553, 960
28, 121.423558, 550, 900
28, 697.181959, 0, 468
28, 0.000000, 707, 830
28, 578.801356, 654, 960
28, 350.684910, 1124, 885
28, 536.627737, 0, 960
28, 611.585950, 470, 721
28, 539.234246, 600, 194
28, 594.431741, 1245, 515
28, 966.372764, 1280, 0
28, 749.587589, 0, 866
28, 1188.779165, 0, 960
28, 1830.169812, 0, 960
28, 2032.140172, 497, 654
29, 90.849163, 0, 490
29, 83.853346, 330, 814
29, 670.796466, 1101, 906
29, 1350.569034, 671, 427
29, 146.803751, 150, 365
29, 418.535857, 980, 86
29, 491.468463, 583, 884
29, 160.562985, 1033, 594
29, 802.060876, 1204, 446
29, 1622.120962, 288, 211
30, 212.683991, 436, 642
30, 368.933773, 352, 703
30, 356.962522, 673, 960
30, 746.874402, 953, 932
30, 236.383670, 154, 960
30, 263.554898, 0, 569
30, 1072.595855, 372, 623
30, 1002.345345, 753, 137
30, 1426.753153, 433, 0
30, 1896.180817, 1150, 338
30, 1880.840821, 587, 928
31, 190.027529, 274, 270
31, 64.605325, 0, 384
31, 692.703625, 600, 324
31, 0.000000, 81, 960
31, 0.000000, 991, 745
31, 738.363602, 0, 166
31, 1088.671224, 1280, 960
31, 578.204022, 1280, 0
31, 1682.332592, 90, 960
31, 3103.195325, 242, 745
32, 784.571561, 67, 0
32, 282.156647, 978, 447
32, 546.978370, 1020, 814
32, 401.248300, 1107, 790
32, 237.199232, 872, 326
32, 354.805598, 272, 348
32, 48.832558, 0, 694
32, 840.636390, 1280, 760
32, 751.311966, 1280, 208
32, 2043.850842, 695, 960
32, 3591.747108, 1151, 0
33, 195.218242, 375, 960
33, 1049.716294, 843, 960
33, 647.610291, 1280, 0
33, 0.000000, 96, 905
33, 726.059488, 1280, 325
33, 676.956176, 1277, 312
33, 776.138913, 1021, 120
33, 1773.368627, 914, 182
33, 2814.102932, 255, 533
34, 0.000000, 355, 387
34, 157.461544, 818, 960
34, 603.690602, 1107, 209
34, 100.634439, 1104, 960
34, 73.130589, 606, 529
34, 424.520465, 554, 372
34, 565.380390, 865, 0
34, 866.956670, 1280, 327
34, 97.283162, 1079, 593
34, 1412.419975, 188, 0
34, 2225.689560, 0, 248
35, 0.000000, 752, 624
35, 150.687352, 1280, 437
35, 582.552861, 318, 249
35, 0.000000, 1260, 366
35, 0.000000, 119, 960
35, 493.133023, 752, 0
35, 913.823763, 805, 960
35, 754.809814, 386, 0
35, 1304.860402, 1280, 695
35, 1895.618302, 0, 960
35, 2846.733087, 847, 223
36, 915.852193, 0, 960
36, 0.000000, 339, 0
36, 10.658545, 1222, 960
36, 0.000000, 1280, 960
36, 848.367165, 1143, 0
36, 258.339710, 169, 960
36, 0.000000, 1037, 608
36, 0.000000, 639, 651
36, 159.400299, 1280, 0
36, 1204.883769, 1280, 284
36, 1069.853398, 122, 425
36, 2640.897159, 0, 960
37, 0.000000, 0, 960
37, 544.201124, 452, 960
37, 871.832254, 1280, 617
37, 274.142055, 777, 338
37, 424.494309, 806, 960
37, 1649.256977, 849, 248
37, 881.335195, 1224, 960
37, 1556.577111, 1258, 817
37, 1927.355826, 634, 891
37, 2422.321785, 674, 960
38, 115.187720, 1123, 932
38, 1077.125345, 1280, 633
38, 496.889097, 309, 774
38, 1162.434707, 369, 46
38, 1508.673912, 1280, 960
38, 22.390713, 240, 158
38, 742.719274, 1280, 493
38, 1293.080413, 0, 531
38, 2783.594117, 654, 600
39, 646.791568, 906, 668
39, 0.000000, 0, 960
39, 1157.883501, 1276, 960
39, 140.091815, 544, 960
39, 424.839435, 759, 378
39, 1076.362318, 284, 439
39, 1220.299787, 790, 247
39, 1310.019582, 696, 288
39, 726.657430, 0, 789
39, 1456.918845, 877, 452
39, 2847.652645, 689, 629
40, 67.935993, 740, 524
40, 237.169997, 228, 960
40, 0.000000, 1055, 575
40, 32.176722, 1153, 681
40, 510.612876, 544, 750
40, 0.000000, 524, 517
40, 0.000000, 455, 723
40, 683.986911, 1147, 960
40, 602.139543, 1280, 886
40, 785.803594, 466, 423
40, 2056.678008, 64, 476
40, 3076.073046, 758, 960
41, 0.000000, 86, 0
41, 567.910181, 407, 960
41, 0.000000, 1112, 0
41, 494.378683, 837, 960
41, 1152.470699, 1202, 934
41, 290.245242, 508, 841
41, 683.934047, 357, 0
41, 607.841150, 1048, 159
41, 52.799770, 627, 686
41, 1909.238981, 28, 960
41, 2524.941195, 1016, 960
42, 0.000000, 733, 445
42, 0.000000, 481, 960
42, 1729.127660, 1280, 0
42, 566.961269, 1280, 588
42, 502.107573, 0, 960
42, 0.000000, 210, 0
42, 285.654618, 937, 177
42, 380.182131, 1280, 0
42, 632.588467, 713, 658
42, 1560.147526, 815, 101
42, 2583.261031, 282, 691
43, 0.000000, 646, 691
43, 0.000000, 697, 652
43, 1099.719436, 563, 304
43, 363.649935, 1204, 632
43, 212.896915, 0, 764
43, 745.938349, 665, 960
43, 203.416838, 645, 656
43, 1040.794263, 1008, 0
43, 838.692378, 1066, 643
43, 557.606389, 605, 104
43, 1480.842072, 1074, 414
43, 2112.795753, 321, 960
44, 606.259865, 149, 72
44, 250.170346, 1280, 960
44, 567.070191, 873, 673
44, 576.848371, 0, 960
44, 782.633867, 238, 960
44, 152.831216, 238, 326
44, 745.229845, 1030, 202
44, 1887.242550, 1121, 17
44, 1717.011137, 0, 540
44, 1889.181713, 662, 489
44, 2048.889972, 0, 697
45, 82.443698, 288, 960
45, 392.101708, 382, 568
45, 832.838117, 1280, 960
45, 574.245538, 548, 0
45, 371.082964, 596, 769
45, 85.691976, 0, 960
45, 935.314193, 1280, 0
45, 1295.101059, 762, 114
45, 1308.408164, 226, 255
45, 2317.597531, 13, 394
46, 376.066643, 343, 16
46, 734.890832, 0, 0
46, 1171.277693, 1280, 960
46, 0.000000, 532, 858
46, 0.000000, 120, 960
46, 580.743273, 1018, 960
46, 972.475644, 738, 241
46, 933.101606, 1280, 753
46, 1397.597940, 699, 0
46, 1523.009778, 470, 181
47, 2.530110, 82, 0
47, 162.918200, 995, 368
47, 0.000000, 1280, 782
47, 1038.870634, 797, 437
47, 571.810756, 0, 155
47, 486.403250, 150, 0
47, 0.000000, 466, 0
47, 739.728780, 1280, 318
47, 1299.443765, 907, 901
47, 2110.752421, 1159, 0
48, 322.022248, 0, 960
48, 0.000000, 151, 758
48, 0.000000, 916, 0
48, 958.815241, 811, 813
48, 751.977694, 782, 960
48, 347.088784, 452, 924
48, 29.392708, 361, 960
48, 883.179460, 1033, 392
48, 1001.637325, 249, 691
48, 1099.740505, 242, 960
48, 2599.139940, 330, 358
48, 3398.902173, 208, 129
49, 0.000000, 948, 802
49, 0.000000, 363, 874
49, 0.000000, 793, 351
49, 509.346950, 501, 571
49, 1153.552300, 0, 923
49, 1245.749991, 135, 474
49, 1391.671924, 238, 783
49, 1014.254608, 589, 528
49, 1231.383642, 980, 0
49, 492.131003, 1280, 17
49, 1215.466652, 0, 953
49, 2204.744760, 0, 641
50, 372.848235, 1280, 746
50, 112.961739, 0, 11
50, 583.998851, 257, 910
50, 0.000000, 415, 960
50, 0.000000, 1280, 74
50, 0.000000, 988, 22
50, 0.000000, 460, 15
50, 165.206966, 1019, 960
50, 629.382649, 1046, 484
50, 648.002862, 1250, 960
50, 461.623726, 1180, 805
51, 581.250371, 1196, 944
51, 649.843571, 217, 0
51, 0.000000, 0, 399
51, 166.929880, 1280, 349
51, 602.893226, 501, 0
51, 0.000000, 848, 746
51, 0.000000, 700, 0
51, 0.000000, 869, 898
51, 863.324192, 423, 960
51, 887.498437, 1140, 509
51, 1017.502523, 920, 960
51, 1263.926858, 738, 774
52, 665.605160, 1147, 905
52, 1431.485891, 1280, 438
52, 1086.100329, 0, 165
52, 612.430064, 55, 960
52, 0.000000, 297, 645
52, 325.790094, 659, 83
52, 551.617621, 19, 0
52, 344.177080, 711, 340
52, 0.000000, 640, 0
52, 585.644339, 1065, 0
52, 1061.518714, 87, 548
52, 1242.705014, 1280, 960
52, 846.282544, 907, 882
53, 53.240490, 834, 582
53, 0.000000, 1253, 685
53, 191.878047, 0, 0
53, 182.717973, 183, 960
53, 0.000000, 198, 817
53, 486.126882, 799, 368
53, 0.000000, 0, 0
53, 506.111986, 1085, 334
53, 551.276909, 635, 960
53, 801.305146, 63, 191
53, 863.456823, 1272, 960
53, 915.166508, 1062, 386
54, 175.409112, 868, 564
54, 724.168962, 0, 151
54, 313.208568, 522, 689
54, 481.423615, 682, 637
54, 0.000000, 1204, 960
54, 204.952915, 129, 960
54, 958.689661, 983, 518
54, 1037.698175, 856, 745
54, 67.883261, 0, 864
54, 734.449222, 792, 960
54, 917.370095, 1280, 960
55, 0.000000, 985, 960
55, 0.000000, 0, 0
55, 433.914622, 474, 924
55, 621.602210, 1106, 693
55, 275.056815, 983, 504
55, 170.951584, 0, 960
55, 607.168645, 1280, 960
55, 80.840355, 424, 551
55, 1027.627271, 1280, 960
55, 991.310506, 644, 342
56, 0.000000, 466, 960
56, 528.574445, 238, 816
56, 747.729154, 0, 623
56, 503.808295, 0, 614
56, 350.842733, 1280, 121
56, 107.047066, 1280, 0
56, 788.322221, 0, 186
56, 370.506265, 1280, 0
56, 811.383375, 332, 960
56, 797.077694, 792, 960
57, 516.769618, 843, 917
57, 122.003840, 145, 905
57, 315.749194, 1028, 258
57, 0.000000, 1222, 42
57, 0.000000, 0, 960
57, 863.048938, 932, 557
57, 959.793562, 1280, 576
57, 613.976749, 34, 723
57, 0.000000, 1145, 0
57, 1139.916979, 1280, 467
58, 0.000000, 672, 271
58, 0.000000, 581, 960
58, 522.316189, 0, 694
58, 384.139209, 1170, 960
58, 70.720845, 1158, 960
58, 1292.176939, 208, 345
58, 116.798735, 843, 560
58, 725.931742, 1280, 960
58, 1044.053136, 339, 0
58, 1392.680833, 215, 960
59, 625.084606, 0, 664
59, 465.968644, 0, 0
59, 0.000000, 590, 633
59, 565.447947, 993, 254
59, 540.337445, 599, 29
59, 0.000000, 729, 215
59, 760.626646, 208, 305
59, 1119.302465, 1280, 76
59, 318.235371, 1096, 960
59, 947.912401, 466, 960
59, 272.971245, 883, 960
60, 609.764588, 782, 960
60, 0.000000, 651, 781
60, 0.000000, 0, 368
60, 0.000000, 1280, 960
60, 276.187808, 1280, 690
60, 128.576565, 0, 960
60, 0.000000, 360, 207
60, 1210.535452, 42, 960
60, 940.695712, 903, 0
60, 835.465267, 1185, 613
60, 538.726546, 1127, 299
61, 0.000000, 851, 270
61, 318.283914, 32, 487
61, 81.990753, 514, 960
61, 0.000000, 0, 960
61, 399.462389, 574, 25
61, 735.278625, 765, 637
61, 491.303742, 896, 145
61, 1537.919991, 1081, 960
61, 817.121556, 1280, 760
62, 313.374528, 333, 874
62, 610.531250, 241, 0
62, 0.000000, 0, 160
62, 0.000000, 947, 416
62, 256.065490, 1280, 960
62, 0.000000, 0, 960
62, 0.000000, 21, 523
62, 204.208625, 1280, 183
62, 388.784278, 527, 345
62, 804.510083, 1191, 172
62, 1415.898148, 182, 924
62, 712.557341, 811, 879
63, 0.000000, 466, 960
63, 297.611552, 820, 482
63, 0.000000, 568, 434
63, 503.806143, 506, 317
63, 1128.925439, 1280, 345
63, 204.929122, 0, 0
63, 846.957170, 530, 0
63, 414.194874, 1131, 960
63, 784.721243, 63, 800
63, 114.880632, 323, 751
63, 649.438643, 1280, 960
64, 0.000000, 1040, 373
64, 346.860881, 108, 0
64, 0.000000, 0, 723
64, 477.702562, 756, 960
64, 759.681496, 1280, 176
64, 452.109439, 0, 547
64, 218.868026, 1007, 0
64, 1444.198273, 140, 710
64, 421.635441, 582, 0
64, 522.033951, 653, 960
64, 699.710082, 1280, 489
65, 1.938006, 1056, 181
65, 39.280954, 0, 693
65, 570.079831, 0, 878
65, 733.584307, 1280, 0
65, 255.923398, 1280, 69
65, 621.910719, 166, 0
65, 0.000000, 758, 641
65, 474.663165, 1280, 764
65, 840.498102, 657, 0
65, 94.273312, 1280, 960
65, 401.191850, 1091, 691
66, 472.464176, 610, 739
66, 0.000000, 284, 794
66, 349.407693, 0, 800
66, 330.090640, 835, 852
66, 145.967398, 1230, 0
66, 0.000000, 518, 768
66, 0.000000, 124, 497
66, 1183.181468, 1204, 896
66, 791.637255, 232, 150
66, 1030.600503, 1280, 539
66, 873.580934, 1280, 960
67, 175.344811, 123, 960
67, 93.942285, 146, 24
67, 231.863374, 16, 960
67, 326.865763, 1280, 804
67, 114.222577, 1280, 422
67, 284.824636, 0, 830
67, 645.336534, 1184, 14
67, 605.098799, 932, 960
67, 936.404645, 0, 960
67, 805.167904, 607, 912
67, 841.760732, 1280, 139
68, 0.000000, 1003, 960
68, 164.246615, 955, 352
68, 0.000000, 273, 960
68, 149.269200, 1280, 960
68, 838.570465, 1280, 960
68, 320.784833, 0, 960
68, 635.166676, 1242, 0
68, 731.643738, 646, 960
68, 533.668153, 323, 335
68, 1146.912124, 770, 709
68, 61.518204, 407, 504
69, 0.000000, 705, 0
69, 612.868033, 0, 166
69, 372.958691, 0, 171
69, 0.000000, 349, 500
69, 0.000000, 573, 823
69, 134.965126, 410, 590
69, 0.000000, 1239, 614
69, 100.684224, 742, 255
69, 0.000000, 399, 0
69, 398.802123, 17, 286
69, 296.061495, 0, 268
69, 984.945646, 1129, 960
69, 1352.963775, 1280, 960
70, 24.826675, 1280, 497
70, 269.121721, 1280, 0
70, 649.791619, 1035, 464
70, 0.000000, 1280, 0
70, 21.269604, 186, 455
70, 336.247374, 1280, 433
70, 326.735595, 779, 532
70, 1240.261542, 312, 886
70, 681.681691, 1280, 781
70, 655.456427, 932, 883
70, 278.098035, 692, 778
70, 852.188374, 1280, 644
71, 0.000000, 871, 0
71, 122.093287, 85, 559
71, 788.238447, 237, 315
71, 614.215875, 917, 240
71, 236.997724, 1280, 960
71, 700.499337, 0, 952
71, 286.653845, 793, 960
71, 87.981228, 329, 705
71, 716.325711, 1280, 698
71, 513.193008, 689, 6
71, 1450.844399, 1280, 960
71, 1875.966227, 1226, 591
72, 0.000000, 1280, 358
72, 23.943333, 623, 0
72, 0.000000, 543, 537
72, 1095.129059, 1280, 890
72, 709.414427, 1224, 123
72, 262.674994, 1135, 0
72, 124.995549, 789, 960
72, 1043.657766, 879, 0
72, 356.907860, 601, 960
72, 1130.883352, 852, 960
73, 172.919690, 915, 638
73, 865.649533, 222, 47
73, 894.681784, 0, 250
73, 784.774565, 1280, 344
73, 0.000000, 1280, 607
73, 776.616273, 569, 778
73, 0.000000, 790, 315
73, 838.060544, 1280, 960
73, 1112.795275, 1179, 899
73, 838.881488, 1127, 356
73, 844.705693, 1113, 960
74, 0.000000, 1280, 90
74, 0.000000, 1068, 0
74, 499.507111, 0, 490
74, 0.000000, 1280, 795
74, 273.304995, 735, 646
74, 750.593680, 322, 951
74, 0.000000, 1280, 0
74, 0.000000, 753, 937
74, 327.358244, 68, 310
74, 1245.476991, 657, 960
74, 899.928701, 921, 871
75, 404.353105, 1028, 416
75, 160.437553, 612, 410
75, 236.102337, 345, 367
75, 378.303723, 854, 960
75, 181.247152, 730, 960
75, 526.582763, 1280, 358
75, 746.883435, 0, 101
75, 603.098311, 660, 517
75, 1319.079562, 168, 553
75, 1715.179601, 934, 960
76, 390.463964, 1010, 432
76, 92.880936, 709, 960
76, 517.925550, 382, 333
76, 0.000000, 1007, 633
76, 538.090377, 998, 837
76, 983.048488, 33, 511
76, 710.258695, 1280, 316
76, 165.005214, 1280, 324
76, 189.060314, 0, 43
76, 1038.484085, 238, 423
76, 155.732601, 1280, 830
77, 389.015048, 1142, 159
77, 710.445037, 112, 0
77, 209.636925, 772, 243
77, 257.382394, 810, 701
77, 0.000000, 1042, 426
77, 76.902333, 1280, 201
77, 634.786030, 456, 0
77, 254.213681, 725, 0
77, 871.330290, 1280, 0
77, 402.266103, 1114, 957
77, 749.881108, 275, 0
77, 669.709609, 1099, 960
77, 867.730754, 1280, 251
77, 1856.291143, 1280, 960
78, 441.269922, 982, 920
78, 6.384577, 555, 921
78, 0.000000, 590, 693
78, 215.349930, 520, 48
78, 0.000000, 269, 960
78, 209.889387, 133, 767
78, 1196.410429, 674, 222
78, 0.000000, 809, 826
78, 887.395611, 1181, 426
78, 1555.018542, 1156, 891
78, 653.815506, 1280, 403
79, 462.658737, 1170, 545
79, 387.662260, 149, 0
79, 425.143610, 230, 322
79, 553.665865, 186, 960
79, 0.000000, 1142, 424
79, 619.563176, 3, 960
79, 784.779501, 981, 0
79, 619.162778, 469, 960
79, 613.848981, 163, 960
79, 886.778200, 1280, 948
79, 357.043143, 1280, 960
79, 1016.403457, 1280, 590
80, 518.651721, 1280, 316
80, 0.000000, 421, 666
80, 0.000000, 1138, 335
80, 0.000000, 272, 460
80, 0.000000, 628, 365
80, 398.066739, 1144, 785
80, 1330.460333, 327, 243
80, 370.864729, 808, 0
80, 510.327024, 432, 390
80, 977.916720, 809, 749
80, 531.559635, 1280, 960
80, 744.511330, 1280, 960
81, 243.239134, 0, 0
81, 500.433501, 0, 960
81, 126.403238, 1280, 799
81, 0.000000, 1280, 81
81, 249.327982, 371, 574
81, 570.809621, 172, 552
81, 386.292473, 1149, 960
81, 973.851908, 320, 0
81, 1029.188112, 433, 0
81, 1055.449307, 1280, 772
82, 598.538389, 1222, 202
82, 748.512497, 451, 320
82, 243.730072, 140, 960
82, 767.849356, 1280, 783
82, 650.245336, 425, 0
82, 947.727369, 485, 445
82, 1111.352788, 557, 278
82, 472.888497, 598, 0
82, 1309.768019, 0, 46
82, 1219.708650, 794, 650
82, 1731.048706, 367, 483
83, 897.706851, 1280, 960
83, 0.000000, 224, 454
83, 1054.576451, 760, 842
83, 733.186651, 1280, 960
83, 1227.762813, 1208, 830
83, 852.906818, 93, 166
83, 398.604120, 981, 0
83, 1047.509911, 1280, 902
83, 237.873695, 220, 703
83, 769.850071, 1280, 960
83, 1889.390479, 1273, 960
84, 0.000000, 413, 0
84, 651.233623, 0, 339
84, 622.014996, 0, 862
84, 0.000000, 1280, 329
84, 440.479535, 382, 141
84, 777.982784, 1280, 0
84, 756.337135, 1035, 928
84, 941.257133, 788, 347
84, 689.253171, 1197, 0
85, 0.000000, 707, 713
85, 0.000000, 709, 554
85, 521.458470, 609, 960
85, 500.228466, 1280, 960
85, 647.124215, 460, 942
85, 270.992443, 1068, 960
85, 172.779385, 507, 815
85, 708.880667, 820, 0
85, 1147.752589, 1280, 0
85, 1812.761473, 1022, 771
86, 521.635436, 448, 687
86, 399.333400, 70, 960
86, 0.000000, 1059, 449
86, 111.365037, 1154, 423
86, 321.505615, 100, 709
86, 0.000000, 470, 0
86, 1047.715254, 1164, 960
86, 0.000000, 1249, 20
86, 555.609940, 1103, 960
86, 1597.405913, 791, 960
87, 227.764894, 803, 933
87, 410.296120, 249, 610
87, 357.634099, 329, 212
87, 0.000000, 502, 682
87, 0.000000, 1280, 830
87, 318.314783, 287, 505
87, 613.962338, 786, 520
87, 759.401453, 581, 0
